Document Name,Cosine Similarity,Rank
14,0.9131492882527139,1
145,0.9131492882527139,2
173,0.9131492882527139,3
181,0.9131492882527139,4
208,0.9131492882527139,5
460,0.40762529038758394,6
101,0.4076252903875839,7
107,0.4076252903875839,8
108,0.4076252903875839,9
113,0.4076252903875839,10
148,0.4076252903875839,11
153,0.4076252903875839,12
17,0.4076252903875839,13
176,0.4076252903875839,14
185,0.4076252903875839,15
188,0.4076252903875839,16
189,0.4076252903875839,17
192,0.4076252903875839,18
20,0.4076252903875839,19
21,0.4076252903875839,20
211,0.4076252903875839,21
252,0.4076252903875839,22
271,0.4076252903875839,23
287,0.4076252903875839,24
291,0.4076252903875839,25
297,0.4076252903875839,26
306,0.4076252903875839,27
324,0.4076252903875839,28
330,0.4076252903875839,29
344,0.4076252903875839,30
346,0.4076252903875839,31
350,0.4076252903875839,32
366,0.4076252903875839,33
368,0.4076252903875839,34
369,0.4076252903875839,35
372,0.4076252903875839,36
373,0.4076252903875839,37
374,0.4076252903875839,38
39,0.4076252903875839,39
393,0.4076252903875839,40
403,0.4076252903875839,41
405,0.4076252903875839,42
414,0.4076252903875839,43
449,0.4076252903875839,44
45,0.4076252903875839,45
458,0.4076252903875839,46
463,0.4076252903875839,47
464,0.4076252903875839,48
465,0.4076252903875839,49
466,0.4076252903875839,50
467,0.4076252903875839,51
468,0.4076252903875839,52
470,0.4076252903875839,53
471,0.4076252903875839,54
472,0.4076252903875839,55
473,0.4076252903875839,56
474,0.4076252903875839,57
489,0.4076252903875839,58
59,0.4076252903875839,59
60,0.4076252903875839,60
96,0.4076252903875839,61
114,0.4076252903875838,62
212,0.4076252903875838,63
233,0.4076252903875838,64
236,0.4076252903875838,65
245,0.4076252903875838,66
301,0.4076252903875838,67
371,0.4076252903875838,68
416,0.4076252903875838,69
