URL,Outlinks Count
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers,365
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-31,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-LeonardBernardo_7-1,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-45,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-Dodgers'_Death_Brings_out_the_Best-115,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#Managers,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-2,9
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-90,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#Other,2
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#Origin_of_the_nickname,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-93,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-120,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-Vin_Scully_Retrospective_113-3,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-43,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#Radio_and_television,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-8,9
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-101,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-43,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-Vin_Scully_Retrospective_113-0,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-71,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-35,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-1,45
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-109,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-66,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-114,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-Dodgers'_Death_Brings_out_the_Best_115-0,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-110,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-130,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#Current_roster,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-4,11
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-auto-19,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-123,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#National_League,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-21,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-77,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-YankeesDodgers-80,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-98,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-91,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-MoveToCalifornia_55-1,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-95,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-78,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-20,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-61,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-95,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-96,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-44,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-101,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-64,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-123,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-47,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-44,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-97,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-16,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#Rookie_of_the_Year_Award_(NL),1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#Move_to_California,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-Vin_Scully_trims_'12_travel_schedule_116-0,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-40,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-97,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-8,9
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-127,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-85,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-57,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-127,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-75,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-22,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-42,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-79,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#Jackie_Robinson,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-1,45
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-131,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-25,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-3,9
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-12,10
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-48,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#Arizona_Diamondbacks,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-102,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-46,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#Los_Angeles_Dodgers,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-121,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-Jersey_City_29-1,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-141,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-4,11
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-22,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-130,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-135,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_ref-54,1
https://en.wikipedia.org/wiki/Los_Angeles_Dodgers#cite_note-30,1
